Section,Instructor,TA,Section_TA,Next,Running,Reachout,Reachout_1,Reachout_2,Running_exam,Exam 1,Exam 2,Exam 3,Exam 4,Polling_1,Polling_2,Polling_3,Polling_4,Polling_5,Polling_6,Polling_7,Polling_8,Polling_9,Polling_10,Polling_11,Polling_12,Polling_13,Polling_14,Polling_15,Polling_16,Polling_17,Polling_18,Polling_19,Polling_20,Polling_21,Polling_22,Polling_23,Polling_24,Polling_25,RQ_1,RQ_2,RQ_3,RQ_4,RQ_5,RQ_6,RQ_7,RQ_8,RQ_9,RQ_10,RQ_11,RQ_12,RQ_13,RQ_14,RQ_15,RQ_16,RQ_17,RQ_18,RQ_19,RQ_20,RQ_21,RQ_22,RQ_23,RQ_24,RQ_25,Grade,Minor,c_running,Below,Compliance,Firstgen,Female
2,1,31,231,69,80.66,0,0,0,59,53,59,69,81,2,2,0,2,2,0,2,2,0.25,2,2,0,2,1.5,2,1.2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,1.8,2,1.25,2,0,0,82.84,0,9.16,0,1,0,0
2,1,28,228,70,78.97,0,0,0,27,55,27,70,79,2,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.71,2,2,2,2,1.6,2,2,1.8,2,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.8,1.8,1.75,2,2,2,82.85,0,7.47,0,1,0,0
3,2,8,308,40,72,0,0,0,50.5,50.5,40,74,77,2,2,2,2,2,2,2,0.5,2,2,2,2,2,2,2,2,2,1.67,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,2,2,2,2,2,2,2,82.86,0,0.5,0,1,0,0
2,2,22,222,65,70.25,1,1,0,58,58,65,71,90,2,2,2,2,2,2,2,2,2,0.5,2,2,2,2,2,0,0,2,2,2,2,2,2,0,2,0,0,1.12,1.64,1.25,1.75,1.5,1.46,2,1.75,0,1.82,2,1.6,2,1.6,0,0,1.75,2,2,0.8,2,1.5,2,82.86,0,-1.25,1,1,0,1
2,1,6,206,63,85.37,0,0,0,58,70,58,63,74,2,1.75,2,2,2,2,2,2,2,2,2,2,2,1.5,2,2,1.71,2,2,2,2,2,2,2,2,2,2,1.8,2,2,2,2,2,2,2,2,2,2,2,1.8,2,2,2,2,1.8,2,1.5,2,1.7,2,82.87,1,13.87,0,1,0,0
1,1,18,118,68,82.3,0,0,0,49,68,49,68,56,2,2,2,2,2,2,2,2,1.2,2,2,2,1.71,1.6,2,2,2,0.8,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.8,2,2,2,2,2,1.75,0,2,82.87,0,10.8,0,1,0,1
1,1,32,132,37,79.56,0,0,0,45,62,45,37,61,2,2,2,2,1.6,2,2,2,2,2,2,2,2,2,2,1.5,2,2,2,2,0,2,2,2,1,1.84,1.78,1.78,1.84,1.5,1.75,1.75,2,2,2,2,2,1.6,2,1.8,2,1.6,2,2,2,2,2,2,2,2,82.88,1,8.06,0,1,0,1
3,2,24,324,36,69,1,1,0,61,61,36,90,88,2,2,2,0.89,0,0.67,2,1.75,0,1,0.67,1.67,0,2,2,2,0,0,2,0.57,2,2,1.2,1,0.67,1.5,2,2,1.8,2,2,1.25,2,2,1.8,1.82,2,2,1.8,2,2,2,2,2,1,2,2,2,2,2,82.9,0,-2.5,1,1,0,1
2,2,12,212,63,74.43,0,0,0,59,59,63,61,82,2,1.6,0,2,2,2,2,1.5,2,0.5,1.5,2,2,2,2,1.6,1.33,1.6,2,2,2,0.67,0,1.5,2,1.56,2,1.78,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,2,82.91,1,2.93,0,1,0,1
2,2,12,212,63,72.63,0,0,0,57,57,63,73,75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,1.5,2,1.12,1.75,1.56,2,2,2,1.75,2,2,2,1.8,2,2,2,2,2,2,1.8,2,1.8,2,2,2,2,2,82.92,0,1.13,0,1,1,0
2,1,31,231,67,87.08,0,0,0,67,73,67,67,70,2,2,2,2,2,2,0,0,1.75,2,2,0,2,1.5,2,2,0,2,1.71,1,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1.82,2,2,2,2,1.6,1.8,1.75,2,1.8,1.8,1.75,2,2,2,82.92,1,15.58,0,1,0,1
3,2,13,313,42,73,0,0,0,67,67,42,81,84,2,1.6,2,2,2,2,2,2,0,0,2,1.33,2,2,1.6,2,2,2,2,0,0,0,1.6,0,0,1.25,1.78,0,1.4,1.75,2,1.25,2,0,1.6,1.64,2,2,2,2,2,2,1.75,2,1.8,2,2,2,2,0,82.93,0,1.5,0,1,1,0
1,1,18,118,60,81.94,0,0,0,65,58,65,60,57,2,2,2,2,2,2,2,1.6,2,2,1.78,2,2,2,2,1.5,2,2,2,2,2,2,2,1.33,0,2,1.78,2,2,2,2,0,2,2,2,2,2,2,2,2,2,1.8,2,2,2,2,2,2,2,2,82.93,1,10.44,0,1,1,1
2,1,28,228,57,80.45,0,0,0,59,57,59,57,90,2,2,2,2,2,2,2,1.6,2,2,2,2,2,2,2,2,2,2,1.43,2,0,2,2,2,2,2,1.52,1.8,2,1.75,2,2,2,2,2,2,2,2,2,2,2,2,1.75,2,1.8,0,1.25,2,2,2,82.95,0,8.95,0,1,0,1
2,1,18,218,67,78.23,0,0,0,55,59,55,67,91,2,2,2,2,2,2,2,1.2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,1.44,1.6,2,1.5,1.64,1.5,2,2,1.6,1.64,2,2,1.8,1.4,1.6,0,2,2,1.6,2,1.75,2,0,1.8,82.97,0,6.73,0,1,0,0
2,2,33,233,77,69.31,1,1,0,71,71,77,73,87,2,0,2,2,1.33,2,1.67,2,0.44,2,2,1,2,1,2,1.6,1.33,1.6,2,1.67,2,2,2,2,2,1.78,0,1.56,1.52,0,1,1.5,0,2,2,2,1.82,2,2,2,2,1.8,2,1.75,0,0,1.6,2,0,2,83.03,1,-2.19,1,1,0,0
2,1,31,231,0,88.09,0,0,0,75,60,75,0,70,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.8,2,1.75,2,1.8,2,1.75,2,2,2,83.04,1,16.59,0,1,0,1
3,2,18,318,66,76,0,0,0,61.5,61.5,66,65,78,2,2,0,2,2,2,2,0.75,2,2,1.33,2,2,2,2,2,0,0,0,0,2,2,1.2,0.5,2,2,2,1.84,1.8,1.75,2,1.75,2,2,1.8,1.82,2,2,2,2,1.6,2,1.5,2,0,2,2,2,2,2,83.05,0,4.5,0,1,0,1
2,2,3,203,67,75.23,0,0,0,60,60,67,68,68,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.5,2,0.5,2,2,2,2,1.56,2,2,2,2,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,1.75,2,2,2,2,2,2,83.06,0,3.73,0,1,0,0
1,1,13,113,80,81.62,0,0,0,39,67,39,80,66,0.4,1,1.33,2,2,1,2,1.6,0,2,2,0,2,2,0,0,2,2,2,1.14,2,2,0,2,0,1.32,1.78,2,1.68,2,2,1.75,2,0,2,2,2,1.8,2,2,2,2,2,2,2,0,1.8,0,2,2,83.06,0,10.12,0,1,0,0
2,1,20,220,81,78.59,0,0,0,50,54,50,81,71,2,2,1.67,0,2,2,2,2,2,1.67,2,2,2,2,2,0,2,2,2,2,2,2,2,1.6,2,2,2,2,2,2,2,2,2,2,1.6,2,2,2,2,2,2,2,2,2,1.8,2,1.75,2,2,2,83.08,0,7.09,0,1,0,1
2,1,25,225,77,75.49,0,0,0,42,55,42,77,83,2,2,1,1.71,2,2,2,2,0,0,2,1.78,2,2,2,2,2,2,1.71,2,2,2,2,1.6,2,1.34,1.52,1.2,1.5,0.75,0,1.75,1.8,2,0,1.46,2,2,2,2,1.8,1.2,2,2,1.6,2,1.75,2,2,2,83.09,0,3.99,0,1,0,1
2,1,28,228,69,80.39,0,0,0,61,60,61,69,87,2,2,2,1.43,2,0.25,2,2,1.75,2,0.67,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,1.84,2,2,2,0,1.75,2,2,0,0,1.8,2,2,2,2,2,2,1.8,1.8,2,1.75,2,2,2,83.09,1,8.89,0,1,0,0
2,1,22,222,89,81.65,0,0,0,67,65,67,89,64,0,1,0.67,2,2,0,2,2,1.75,2,2,2,2,2,2,2,2,2,2,1,2,1.67,2,2,2,2,1.84,1.2,0,2,0,2,2,2,1.6,2,2,2,2,2,2,0,2,2,1.8,2,2,2,2,2,83.1,1,10.15,0,1,0,0
2,2,24,224,69,80.33,0,0,0,72,72,69,72,67,2,2,2,1.33,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,1.5,0.66,1.5,1.76,1.2,2,1.75,1.75,2,2,2,2,1.46,2,2,2,2,1.8,2,2,2,2,1.2,2,1.25,0,83.13,0,8.83,0,1,1,1
2,2,12,212,65,75.53,0,0,0,63,63,65,65,78,2,2,2,2,2,2,2,2,1.78,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,1.75,2,2,2,2,0,2,1.2,2,2,2,2,2,2,0,2,1.8,1.75,2,2,1.2,2,1.75,0,83.14,1,4.03,0,1,1,1
2,1,31,231,70,78.85,0,0,0,59,64,59,70,82,2,1.75,2,1.71,2,2,2,1.6,2,2,1.33,1.78,2,2,2,2,1.71,2,1.71,2,0,2,2,2,2,1.78,1.48,1.2,1.25,1.5,1.82,1.75,2,2,2,2,1.8,2,2,2,1.8,2,1.75,2,1.8,2,2,2,2,2,83.16,1,7.35,0,1,0,1
2,1,31,231,73,84.97,0,0,0,66,77,66,73,81,2,2,1.67,1.71,1,0.75,1,1.2,1,0,1.33,1.56,2,1.5,1.2,2,2,1.5,1.14,2,2,2,2,1.6,2,2,2,0,0,2,2,2,2,0,0,1.82,2,2,2,2,2,2,2,2,2,2,1.5,2,2,2,83.16,1,13.47,0,1,0,1
2,2,24,224,79,75.56,0,0,0,67,67,79,78,66,2,1.6,1.6,1.67,1.67,2,2,2,1.78,2,2,2,2,2,2,2,2,2,2,1.67,2,0,0,2,2,0.44,1.5,1.34,1.68,2,2,2,2,1.8,2,2,0,2,2,2,2,2,2,1.75,2,2,0,1.8,1.75,2,83.17,0,4.06,0,1,1,1
1,1,22,122,72,78.76,0,0,0,64.1,62,64.1,72,71,1.6,2,2,2,2,2,2,2,2,2,2,2,1.71,1.6,2,2,2,2,0,2,2,2,0,2,0,1.12,0,1.56,1.48,2,2,1.5,2,2,2,1.8,2,2,2,2,2,0,2,0,2,0,0,1.75,2,0,83.21,0,7.26,0,1,0,1
1,1,34,134,79,74.78,0,0,0,60.19333333,57,0,79,74,2,2,2,2,2,2,0,0,2,0.67,2,2,0.57,0,1.33,2,2,0,2,2,2,1.5,0,0,2,1.68,1.34,0,1.84,1.75,1,2,2,1.8,0,1.8,2,1.6,2,0,1,0,2,0,1.8,0,0,1.75,0,2,83.21,0,3.28,0,1,0,1
3,2,24,324,68,77,0,0,0,73,73,68,87,78,2,1.6,2,2,1.33,1.33,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,0,2,1.75,1.78,1.36,1.6,2,1.46,1.75,1.2,0,1.6,1.64,1.4,0,1.8,1.8,1.8,1.4,1.75,0,1.6,0,2,2,2,2,83.22,0,5.5,0,1,0,1
1,1,13,113,83,92.56,0,0,0,73,88,73,83,78,2,2,2,2,2,2,2,1.6,2,0,0,0,1.71,2,2,0,2,2,2,2,2,0,0,0,0,0,1.78,2,1.64,1.75,2,1.75,2,1.6,1.5,2,2,1.6,2,0,0,2,1.6,2,2,1.78,0,2,2,0,83.23,0,21.06,0,1,0,0
2,2,30,230,79,83.7,0,0,0,76,76,79,73,60,2,2,1.6,2,2,2,2,0,2,0,2,2,0,2,2,2,2,2,2,0,2,0,0,2,2,1.12,1.75,2,1.84,2,2,1.75,2,2,2,2,1.82,1.8,2,2,2,2,2,1.75,2,2,1.2,2,1.5,1.7,83.23,1,12.2,0,1,0,0
1,1,35,135,80,83.29,0,0,0,73,60,73,80,61,1.2,1.34,2,0,1.2,1,2,1.2,1.6,1.67,1.33,1.33,1.14,1.2,2,1.5,0.67,1.2,2,1.43,1,1.5,1.33,1.33,1,1.8,1.78,2,1.64,1.5,2,1.25,1.82,2,1.75,2,2,1.8,2,2,2,2,2,2,2,2,2,1.75,1.8,2,83.23,0,11.79,0,1,0,1
2,2,19,219,63,64.97,1,1,0,47,47,63,81,67,2,2,2,2,1.67,2,0,2,2,0,2,2,2,2,2,2,2,1.6,2,2,2,2,2,2,2,1.78,1.75,2,1.68,1.5,0.75,1.5,2,2,2,0,1.64,1.8,2,2,2,2,2,1.75,1.2,2,0.8,0,1.75,2,83.25,1,-6.53,1,1,0,1
2,2,26,226,82,79.84,0,0,0,70,70,82,86,84,2,0.8,2,1.67,0.33,0,0,0.5,0,1.5,0.5,0.5,1.33,2,0,0.4,0.67,0.4,2,1.67,0.5,0.67,0,0,0.5,1.56,2,2,1.84,2,2,1.5,2,1.8,2,2,2,1.8,2,2,0,2,2,2,2,2,0,0,1.5,0,83.25,0,8.34,0,1,1,0
2,1,8,208,75,80.55,0,0,0,66,69,66,75,85,2,2,2,2,2,2,1.5,1.6,1.75,1.67,2,2,2,1,1.6,1.2,1.43,2,1.43,2,2,1,2,1.6,2,2,2,1.8,2,2,2,1.75,0,2,2,2,2,2,2,0,2,2,2,1.8,1.6,2,1.75,2,2,1.8,83.26,1,9.05,0,1,0,1
2,2,33,233,60,75.5,0,0,0,65,65,60,77,69,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,1.6,2,2,2,2,2,0,2,1.78,1,2,1.68,2,0.75,1.25,2,1.8,2,0.4,0,2,2,2,0,2,0,1.75,2,1.78,1.2,1.8,1.75,2,83.26,1,4,0,1,0,1
1,1,32,132,73,85.26,0,0,0,72,70,72,73,67,2,1.34,2,2,0,2,2,2,2,2,0.44,2,0,2,2,2,0.67,0,2,2,2,0.5,1.33,2,1,2,1.78,2,2,2,2,2,2,1.8,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,2,2,83.29,0,13.76,0,1,1,0
2,2,26,226,54,78.02,0,0,0,75,75,54,56,83,2,2,2,2,2,1.5,1.67,2,2,2,2,2,1.33,2,1.6,2,2,2,2,2,2,2,2,2,2,1.34,1.75,1.78,2,1.5,1.5,2,2,2,2,2,2,1.8,2,2,2,1.6,2,1.75,2,2,2,2,1.75,2,83.3,0,6.52,0,1,1,1
3,2,1,301,60,76,0,0,0,61,61,60,63,86,0,0.4,2,1.56,2,1.67,2,0.5,2,0,2,2,2,0,2,2,2,2,2,2,2,2,1.2,2,2,1.75,1.78,2,1.6,2,2,1.5,1.6,2,2,0,2,0,2,0,2,2,1.75,2,1.8,2,2,2,2,0,83.32,0,4.5,0,1,0,1
1,1,18,118,0,83.01,0,0,0,90.24666667,85,0,0,77,0,1,2,2,2,2,0,0,2,2,0,0,0.29,2,2,2,1.33,0,2,2,2,2,2,2,2,2,2,1.78,1.68,2,2,1.75,0,0,2,0,1.82,2,2,2,2,2,2,2,2,2,2,1.75,2,2,83.32,0,11.51,0,1,0,1
3,2,1,301,67,70,1,1,0,50,50,67,67,73,2,1.6,1.71,2,1.33,0.33,2,1.75,1,2,2,2,2,1,2,2,2,2,2,1.43,2,2,2,2,2,1.75,2,1.68,1.6,2,2,1.75,2,2,1.4,2,2,2,2,0,2,2,1.75,2,1.8,2,2,1.8,2,2,83.34,1,-1.5,1,1,0,1
3,2,31,331,61,72,0,0,0,67,67,61,64,80,0,0,0,0,1.33,2,2,2,2,2,2,2,2,0,2,2,2,2,0,1.71,1.5,2,2,2,2,1.5,1.34,1.68,1.6,2,2,1.75,2,2,2,1.82,2,2,2,1.8,1.8,2,1.75,2,1.8,2,2,2,1.78,2,83.34,0,0.5,0,1,1,1
2,1,22,222,70,81.41,0,0,0,58,64,58,70,78,2,2,2,1.71,2,2,2,2,2,2,1.33,2,2,2,2,2,1.71,2,2,2,2,2,2,2,2,1.32,1.68,1.8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.8,2,1.5,2,2,0,83.38,0,9.91,0,1,0,0
2,2,24,224,67,72.22,0,0,0,61,61,67,67,78,2,2,2,1.67,2,2,2,2,1.33,0.5,2,2,2,2,0,0,0,2,0,2,2,1.33,0,2,2,1.78,1.75,2,2,2,1.5,1.5,2,2,0,2,2,2,2,2,2,1.8,2,1.75,2,0,0,1.6,1.75,2,83.38,1,0.72,0,1,0,1
2,1,28,228,75,80.03,0,0,0,53,58,53,75,75,2,2,2,2,2,2,1.5,2,2,0,1.33,1.78,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,2,1.75,2,1.75,2,2,2,2,2,2,2,1.8,2,2,1.75,2,1.8,2,1.5,2,2,2,83.38,1,8.53,0,1,0,1
2,1,25,225,71,84.61,0,0,0,60,68,60,71,74,2,2,1.67,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.6,2,2,1.84,2,2,2,2,2,2,1.75,2,2,2,2,2,2,1.8,2,2,2,1.8,2,2,2,2,2,83.39,1,13.11,0,1,0,1
1,1,35,135,64,77.18,0,0,0,51,56,51,64,62,1.6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.71,2,2,2,0,0,1.68,2,2,2,2,1.5,1.5,2,2,2,1.8,2,1.6,2,2,2,1.8,2,2,2,2,1.8,1.5,2,2,83.39,0,5.68,0,1,0,1
1,1,35,135,72,83.62,0,0,0,42,70,42,72,73,2,2,2,2,2,2,2,2,1.2,2,2,2,1.43,2,2,2,2,2,2,2,2,2,0,2,2,1.48,2,2,1.84,2,2,1.75,2,2,2,2,1.82,2,2,2,2,1.8,2,2,1.8,2,2,1.5,2,2,83.4,1,12.12,0,1,0,1
2,2,19,219,85,76.28,0,0,0,76,76,85,73,86,2,0,0,0,2,0,2,1.5,0,0,0,0,2,0,0,0,0,0,1.25,2,2,0,0,2,0,0,1.75,1.78,2,2,2,1.75,2,1.8,2,0,2,2,0,2,2,2,2,1.75,2,2,1.6,2,2,2,83.41,0,4.78,0,1,0,1
1,1,5,105,73,80.02,0,0,0,64,59,64,73,60,2,1.5,2,1.75,1.6,2,2,0,0.4,2,1.33,2,2,2,2,1.5,2,2,0,2,1,1,0,2,2,1.52,2,2,1.2,2,1.75,2,2,2,2,2,1.82,2,2,2,2,1.8,2,1.75,2,2,1.8,1.75,2,2,83.42,1,8.52,0,1,1,1
2,1,28,228,72,81.87,0,0,0,39,62,39,72,76,2,2,2,2,1,2,2,2,2,2,2,2,2,0,2,2,0,0,2,2,2,2,2,2,2,2,2,1.8,2,1.75,2,2,2,2,2,2,1.8,2,2,2,2,2,0,2,1.8,2,1.5,2,2,2,83.45,1,10.37,0,1,0,1
3,2,11,311,58,71,1,1,0,67,67,58,80,89,2,2,1.43,0,2,0,2,2,2,2,2,1.33,2,2,2,2,0,0,2,2,2,2,1.6,2,2,2,0,1.84,2,2,0,1.75,1.8,1.75,1.8,2,2,2,2,2,1.8,0,0,2,1.8,1.75,2,0,0,0,83.46,0,-0.5,1,1,0,0
2,2,19,219,66,66.18,1,1,0,45,45,66,65,76,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,0,0,2,0,1.56,2,2,2,2,1.75,2,2,1.8,1.75,2,1.64,2,2,2,2,2,2,1.75,1.8,2,0.4,2,1.75,2,83.46,1,-5.32,1,1,0,1
2,2,23,223,40,73.49,0,0,0,66,66,40,65,79,2,2,2,2,2,2,1.33,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,1.56,0.75,1.12,1.48,0.25,1.5,2,2,2,1.5,2,1.64,2,2,2,2,2,2,2,2,2,1.6,2,1.5,2,83.47,0,1.99,0,1,1,1
2,2,33,233,78,58.69,1,1,0,47,47,78,81,93,2,2,2,2,2,2,1.67,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,0,1.78,1.64,2,2,0,2,2,2,2,1.82,2,2,2,2,0,2,0,1.8,0,0,0,0,2,83.47,0,-12.81,1,1,0,0
2,2,18,218,88,80.72,0,0,0,78,78,88,79,86,2,2,0,2,1.67,2,2,0,0,2,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,1.78,1.25,2,1.68,0,1.75,1.75,2,0,1.75,2,1.82,1.8,0,2,1.8,2,2,0,2,0,0,0,1.75,2,83.48,0,9.22,0,1,0,1
2,1,8,208,70,81.37,0,0,0,55,64,55,70,84,2,2,1.67,2,2,1.75,1.5,2,2,1.67,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.6,2,2,2,2,1.8,1.8,2,2,2,1.8,2,1.25,2,2,2,83.5,0,9.87,0,1,0,1
2,1,20,220,69,84.6,0,0,0,69,59,69,69,81,0.67,1.75,1.33,2,2,1.75,0,0,2,0,0.67,2,2,2,1.6,2,2,2,1.43,2,0,1.33,0,2,0,2,2,2,2,1.75,2,2,2,2,1.6,1.82,1.8,2,2,2,0,0,2,2,2,2,1.5,2,2,2,83.52,1,13.1,0,1,0,1
3,2,24,324,34,74,0,0,0,55,55,34,78,80,1.33,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,2,2,2,2,2,1.82,2,2,2,2,2,2,2,2,2,1.75,2,2,2,2,83.53,0,2.5,0,1,1,0
1,1,31,131,82,68.2,1,0,1,36,46,36,82,59,0,0,2,1.75,2,2,2,2,2,2,1.78,2,2,2,2,2,2,2,0,2,2,2,2,2,2,1.48,1.56,0,0.8,0,1.75,1.75,1.46,1.6,1.5,1,1.64,1.8,2,1.6,1.6,2,2,2,2,2,1.8,1.75,1.8,1.8,83.54,0,-3.3,1,1,0,0
3,2,13,313,56,76,0,0,0,59,59,56,85,60,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.71,2,2,2,2,1.33,1.5,2,2,1.8,2,2,1.75,2,2,2,2,2,2,2,2,2,2,1.75,2,1.8,2,2,2,2,2,83.55,0,4.5,0,1,0,1
2,2,23,223,78,86.29,0,0,0,82,82,78,75,72,2,2,2,2,2,2,2,1.5,2,2,2,2,2,2,2,0,2,1.2,1.75,1.67,2,2,0,2,2,1.78,1.5,0.66,1.84,1,2,2,1.82,1.6,1.25,0,0,1,0,0,2,0,0,1.25,1.8,1.78,2,1.4,0.25,1,83.56,0,14.79,0,1,0,1
2,2,16,216,65,74.73,0,0,0,61,61,65,65,77,2,2,2,2,1.67,2,2,2,2,2,1,2,2,2,0.4,2,2,2,2,2,2,2,2,2,2,1.78,1.75,2,1.36,2,2,1.5,2,2,2,1.6,2,2,2,2,2,1.8,2,1.75,2,2,2,2,1.75,2,83.57,1,3.23,0,1,0,1
2,1,22,222,69,86.15,0,0,0,68,72,68,69,70,2,2,2,2,2,2,2,2,2,2,2,1.78,2,2,2,2,2,2,2,2,2,2,2,2,2,1.78,1.68,1.4,2,1.75,2,2,2,2,2,1.82,2,2,2,2,2,2,2,2,1.8,2,2,2,2,2,83.59,0,14.65,0,1,0,1
2,2,22,222,77,64.42,1,1,0,43,43,77,0,89,2,2,1.2,2,2,2,2,1.5,2,2,2,2,2,2,2,2,2,2,2,1.67,2,2,2,2,2,1.78,2,1.78,2,1.75,1.75,2,1.82,2,2,2,2,0,2,2,2,2,2,1.75,2,2,1.6,2,1.75,2,83.6,0,-7.08,1,1,1,1
2,2,30,230,81,81.03,0,0,0,78,78,81,68,88,2,2,2,2,0,2,0,2,2,2,2,1.5,2,2,0,2,2,2,0,2,2,0,0,0,0,1.34,1.5,1.76,0,1.25,0,1.75,2,0,1.75,1.2,1.1,1.8,2,1.6,0,1.8,2,0,1.2,0,0,0.4,1.75,2,83.6,0,9.53,0,1,1,0
2,2,19,219,75,70.19,1,1,0,60,60,75,87,67,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.6,2,2,2,2,2,0,2,0.68,1.75,1.34,1.52,2,0,1.5,2,2,2,1.6,1.82,0,1.4,2,2,0,2,1.5,1.8,1.78,1.2,2,1.5,1.1,83.61,0,-1.31,1,1,1,1
1,1,3,103,59,75.51,0,0,0,52,52,52,59,69,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,0,2,0,2,1.5,0,2,1,1.64,1.78,2,2,2,2,2,2,1.8,2,2,2,2,2,2,2,2,2,2,1.8,2,1.8,1.75,2,2,83.64,0,4.01,0,1,1,1
3,2,11,311,70,83,0,0,0,75,75,70,0,76,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,1.67,2,2,0,2,0.8,2,2,2,1.12,1.68,2,2,2,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.8,83.64,0,11.5,0,1,1,1
2,1,28,228,71,84.77,0,0,0,58,67,58,71,70,2,2,2,2,2,2,2,2,2,0,2,2,2,1.5,1.6,2,1.43,2,1.71,2,2,1.67,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.8,2,2,2,2,2,83.64,0,13.27,0,1,0,0
2,1,8,208,68,83.48,0,0,0,67,0,67,68,77,1.67,2,2,2,2,2,2,2,1.5,2,2,2,2,2,2,2,1.71,2,2,2,2,1.67,2,2,2,1.56,1.52,1.6,2,1.75,2,0,2,2,1.8,2,2,2,2,2,2,2,2,2,1.8,2,1.75,2,2,1.8,83.66,0,11.98,0,1,0,1
2,2,19,219,64,76.12,0,0,0,67,67,64,66,78,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,0,2,0,1.75,1.67,2,2,2,2,2,2,0,2,2,2,1.5,2,2,2,2,2,2,2,2,2,2,2,0,1.25,2,2,0,2,2,2,83.66,0,4.62,0,1,0,1
2,1,20,220,75,87.09,0,0,0,73,45,73,75,67,2,1.75,1.67,2,0,2,2,2,1.75,2,2,1.78,0,0,2,2,2,0,0,2,2,0,2,0,2,2,1.16,2,0,2,2,2,2,1.75,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,83.66,0,15.59,0,1,0,1
3,2,24,324,56,88,0,0,0,81,81,56,0,84,2,2,2,1.78,2,2,2,0,2,1,2,2,2,1,2,2,2,1.67,1.5,2,2,0,2,1.5,2,2,2,1.68,1.6,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,2,1.8,2,2,2,1.78,2,83.66,1,16.5,0,1,0,0
3,2,11,311,36,77,0,0,0,60,60,36,73,77,2,2,1.71,2,1.33,0,2,1.75,2,2,2,1.67,2,1,2,2,2,2,2,2,2,2,2,1.5,2,1.75,2,2,1.8,1.75,2,2,2,2,0,2,2,2,2,2,1.8,2,2,1.8,1.8,2,2,2,1.78,2,83.68,1,5.5,0,1,1,1
2,2,33,233,73,62.59,1,1,0,42,42,73,58,76,2,2,1.6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1.5,2,2,2,1.8,2,2,2,2,2,1.8,2,1.75,1.8,2,2,2,1.75,2,83.69,0,-8.91,1,1,1,1
2,2,18,218,55,73.71,0,0,0,59,59,55,74,89,2,0,0.4,2,1.67,2,2,2,2,2,0,2,2,2,0,0,2,0.4,0,1.67,2,2,0,2,0,2,1.75,2,2,2,1.75,2,2,2,2,2,2,2,2,2,0,2,2,1.75,2,1.76,1.6,2,2,2,83.7,0,2.21,0,1,1,1
